x4911959_how_would_you_rate_your_ability_to_communicate_statistics_going_into_the_course_please_rate_your_answer_on_a_scale_of_1_an_indicative_of_lowest_ability_to_communicate_in_statistics_to_5_an_indicative_of_highest_ability_to_communicate_in_statistics,x4911960_how_would_you_rate_your_ability_to_communicate_statistics_after_the_course_please_rate_your_answer_on_a_scale_of_1_to_5_where_1_indicates_the_lowest_ability_to_communicate_statistics_and_5_indicates_the_highest_ability_to_communicate_statistics,x4911961_please_explain_your_choice_from_the_previous_question,x4911962_how_would_you_rate_your_ability_to_use_r_statistical_software_going_into_the_course_please_rate_your_answer_on_a_scale_of_1_an_indicative_of_lowest_ability_to_use_to_5_an_indicative_of_highest_ability_to_use,x4911963_how_would_you_rate_your_ability_to_use_r_statistical_software_after_the_course_please_rate_your_answer_on_a_scale_of_1_to_5_where_1_indicates_the_lowest_ability_to_use_r_and_5_indicates_the_highest_ability_to_use_r,x4911964_please_explain_your_choice_from_the_previous_question,x4911996_how_would_you_rate_your_understanding_of_the_statistical_concepts_in_each_module_after_completing_its_weekly_assignment_please_rate_your_answer_on_a_scale_of_1_to_5_where_1_indicates_the_lowest_ability_to_understand_the_statistical_concepts_and_5_indicates_the_highest_ability_to_understand_the_statistical_concepts,x4911966_please_explain_your_choice_from_the_previous_question,x4911965_how_would_you_rate_your_understanding_of_the_statistical_concepts_in_each_module_after_participating_in_its_weekly_tutorial_please_rate_your_answer_on_a_scale_of_1_to_5_where_1_indicates_the_lowest_ability_to_understand_the_statistical_concepts_and_5_indicates_the_highest_ability_to_understand_the_statistical_concepts,x4911999_please_explain_your_choice_from_the_previous_question,x4912006_how_much_attention_did_you_pay_to_ta_feedback_on_your_worksheet_and_on_your_assignment,x4912033_to_what_extent_do_you_agree_with_the_following_statement_the_statistical_examples_illustrated_in_this_course_helped_me_recognize_the_usefulness_relevance_and_value_of_learning_about_and_doing_statistics,x4912034_please_explain_your_choice_from_the_previous_question,x4912046_to_what_extent_do_you_agree_with_the_following_statement_the_infographic_assignment_improved_my_ability_to_communicate_the_ability_to_read_interpret_and_discuss_statistical_informationclearly_and_effectively,x4912035_please_explain_your_choice_from_the_previous_question,x4912152_think_about_your_overall_experience_working_collaboratively_with_other_students_in_this_course_on_the_infographic_assignment_what_aspects_of_this_assignment_did_you_enjoy_working_on_what_challenges_did_you_encounter_and_how_did_you_resolve_them_what_advice_would_you_give_to_future_students_who_will_be_working_on_a_collaborative_assignment_in_a_statistics_course,x4912177_how_has_this_course_contributed_to_your_understanding_of_the_subject_of_statistics_and_how_would_you_describe_your_overall_learning_experience
3,4,I rate my ability to communicate statistics going into the course as 3-4. I need to continue to work on communicating statistics to a better level.  I hope I can learn more deeply.,3,4,I rate my ability to use R statistical software after the course is also 3-4. Sometimes I am worried about how to write the code. But for sta107 right now we do not need to know how to write the code. But if we learn more deeply I am worried about how to write the code.,4,"Yes, I rate 4 for this question. Because after completing its weekly assignment this is also a good practice for every module. That's really helpful for me.",4,"The tutorial is a good way to practice. The most important one is the worksheet, which is a good idea.",I read the comments.,Agree,"I read the comments that TA wrote, I need to pay more attention when TA wrote the feedback. But when I have some questions I always connect with my TA.",Agree,"I agree with both questions. Because, the infographic assignment help us how to design and use R. Also increased our ability to work with groups.",Because of infographic assignment that increased our ability to work with groups. Also helps us to have a good start to design. Helps us be more interested in the Sta 107 course. For this assignment the connection people is also a big important thing.,I enjoy this class. I hope i can understand better for future sta class.
2,4,"Statistics is used since middle school. Basic understandings like probability and data of experiments like ""how many times did Timmy score the basketball"", favourable outcomes over total outcomes and most people have basic understandings of the principles but once entering this course learning the lexicon and using it changed the way I understand Statistics. Not every problem you deal with is clear set in stone quick mental thoughts. Reading and practicing allowed me to get a deeper understanding like the use of bayes theorem and conditional probability.",1,2,R is just another language for coding specifically designed for math. Its a very useful tool however I would not say I'd be able to manually create my own scripts simply because analyzing and doing something yourself is two different things so I cant say im an experienced R user,3,Again application is most important and the tutorials were very helpful but I am not a master and neither are any students otherwise we would all be teaching the course by now,4,Same answer as before,I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Agree,I feel like you can only agree with these statements if you can correlate examples in to your own personal life. Creating relatable questions always made me more intrigued in solving the problem.,Neither agree nor disagree,"The infographic was just like the other homework with more steps, run the code, analyze it and write the purpose and functions.","it was nice to collaborate with students from the course, we didnt have any issues but id say make more team based assignments. It gets you to verbally explain concepts outloud",I was not the biggest fan of lectures because the concepts were really rushed through  and it was hard to follow along and sometimes it was hard to understand the prof. I learned separately on my own time but attending lectures were never a waste of time. I learned the most through youtube and going bit by bit through the textbook
3,4,"At the beginning of the course, I only knew some basic meaning of statistics, such as mode, mean, etc. I only knew how to calculate the range and variance, and I couldn't communicate its meaning with others or analyze the deeper meaning. After the learning through these course, I know the meaning of data , and what can be analyzed from the calculated data. This is  helpful for my understanding of statistic knowledge and communication with others.",3,5,"At first, I knew nothing about R studio and other coding knowledge. In each class and homework teaching video, I gradually stopped being afraid of those code. Instead, I used the code to accurately find the data I need, and learned how the code generated graphs and tables.",3,"I focused on  the calculations before the term test, and my understanding of the concepts and meanings was not clear, so I did not perform well in the exam. After the exam, I paid more attention to understanding the meaning.",3,"I think the tutorial focuses more on teaching formula application, but the TA is very careful to help us and answer questions when we have questions.",I read the comments.,Agree,"The weekly assignments and tutorials used many interesting examples, which helped me better understand the application of statistics.",Agree,"In the group infographic assignment, I need to discuss statistic data with my members. For example, the first question we discussed was about the skewness of the histogram. In the process of communication, it made ours skills of communicating better and the understanding of the meaning of skewness deeper. ","I was responsible for integrating the graphs and text information provided by my members, as well as the color and layout of the infographics. I think the challenge is how to highlight the key points and make the infographics concise and clear. I referred to the examples provided by the teacher, selected the important information, and used bold color to highlight the key points.

I think the most important thing is to communicate with the members. If possible, I suggest choosing classmates who are familiar in the tutorial as members.","This course is interesting. I thought statistics was boring, but the lectures, homework, and tutorials provided lots of interesting examples to help me understand the meaning and knowledge of statistics."
2,4,"Before this course I never took anything similar like data management. After taking this course, I feel like I could take a look at a distribution of data and make some starting claims based on what I see. Further than this, I have a deeper understanding of probability now and how changes are calculated.",1,2,"I had no clue what R was at the beginning of the course. While I do know a few concepts on how to graph and work with data on R now, I wouldn't say I am proficient. We didn't really do any assignments requiring us to actually code, I think fitting a few simple assignments that force students to actually write their own R code would benefit.",4,"The weekly assignments actually helped a lot in understanding important concepts. To be completely honest, my professor would sometimes talk about things unrelated and beyond the scope of the course. The assignments helped me identify what is important.",5,My TA went over everything in detail giving us the intuition and tools to solve problems given during each tutorial. I feel like I left each tutorial understanding each concept more.,"I looked at the mark, then if it's lower than expected I look through the comments.",Agree,I feel like grounding the concepts we learned in real life really did help me understand why statistics is important.,Neither agree nor disagree,Ive made quite a few infographics in high school and this assignment was pretty much a repeat of that. I just had to draw my own conclusions from the data gathered from the assignment.,"I enjoyed working on the infographic itself after getting all the data since it was pretty light work. We just had to figure out a theme and decide on what and where to put everything. 

 

We didn't really encounter any challenges, I guess the only ""challenge we encountered"" was deciding what the main focus of our infographic would be. We resolved it using a vote.

 

Start early or you'll end up doing it last second.","Like in question 3, I had little to no knowledge of anything statistics related up till I took this course. I think this course gave me a good enough starting point in this subject. If only the lectures were a bit more focused on what was actually important, this course would have been a lot better."
2,4,"Before all I would be able to tell you is what the mean and maybe the median of a data set is. I would not know how to communicate things like standard deviation, variance or what these two measures even represent. Furthermore, while I w as aware of something called a bell shaped distribution, I was unaware of what equation it came from or more importantly how to calculate values from it. 

What this course has taught me to do is teaching me the fundamental of the statistical principles that are involved in it.",1,2,"Before this I had never even heard of R. But after going through the course I have seen that R has some strong tools, however I have personally never used them since all R assignments revolve around looking through the output of R code rather than understanding or writing any R code ourselves.",2,"I don't find that R assignments helped me with performing the calculations or being able to identify the key pieces of information in a problem statement. However, I have found that it was very cool to see R visualize the concepts we learn in class initially. 

In essence, I think the R assignments were fun and an interesting break from the standard work in university, but I don't think I got as much raw learning from them.",4,"I think that the tutorials were pretty useful in covering the concepts that we learned in class the week prior. However, I think that they could be improved because they always felt so short. It felt like the only thing we were ever able to do was to complete a worksheet that felt very short before time was up.",I took a quick look at the comments at the end.,Disagree,"We always found the statistical probability of seemingly random things. The ways we can arrange books on a bookshelf, the probability that someone from a group is using drugs. I personally have heard that statistics is a big part of data science but I have not not done any research on this and I am honestly unsure of what statistics can be used for in terms of getting a job in the real world.",Agree,While I have personally not completed the infographic assignment as of writing this survey I think that in general it is a useful tool to learn to better communicate statistical information because it involves communicating statistical information.,I enjoyed the overall brain storming process of the infographic and coming up with ideas of cool things we could do as a group. I don't think I've encountered any challenges outside of scheduling a group assignment amid the end of term assignment rush. I have no advice for future students because I think everyone knows the things they are supposed to do to succeed in a group assignment. Communicate communicate early and communicate.,"Overall I have learned more about the general tools of statistics and the theory involved in all the calculations when I see statistics out in the media. 

My overall learning experience has been good. I think the instructors did a good job teaching the material they were instructed to teach."
1,3,I have a grounded understand of Statisitcs knowledge and the vocabulary but I feel as if I could've learned a bit more but I had to focus my time elsewhere which would be other courses.,1,2,I have an alright idea of R. The only thing is that there were not tasks regarding R only understanding. I'm more of a hands on learner. I learn by doing and just understanding is not my strong suit.,4,The module were very nicely designed gave good amount of work to do and a lot of examples to get an understanding.,4,Tutorials were very well designed and I was able to understand with very minor erros on the tutorial worksheets.,"I looked at the mark, then if it's lower than expected I look through the comments.",Agree,Math is everywhere and so is stats. Statisitics is a very large portion of our lifes even thought we dont know it. ,Neither agree nor disagree,There is not much to effectively communicate. Other than just making an infographic and applying knowledge known there was not much to do than just doing a regular assignment.,I enjoyed designing the infographic and trying to figure out the format. That was the most challenging and where I had the most fun. I would give advice to have a plan for your days on what to do. Dont just go in and figure out as you go.,Very well. I am able to get a great understanding of Statistics. It was a bit hard during lecture hours to grasp the knowledge but the online vidoes helped me a lot.
4,3,"Back to hight school, I used to think statistics was an easy subject. However, after taking STA107, I learned many different ways to communicate statistics. Such as using the data tool R to generate various types of graphs.",2,4,"At the beginning of the course, I had no idea about R and I was really panicked about it since I am not the type of person who is good at coding. But after watching the professor's explanation video and completing a few homework assignments, I feel more confident with this software.",4,The weekly assignment is a great way to help me understand the concepts of each module.,4,"By doing the worksheets during tutorials, it enhanced my understanding of the module concepts.","I looked at the mark, then if it's lower than expected I look through the comments.",Agree,"Most likely all the weekly assignment are real-life scenarios, it feels like we are using what we learned to do some cool things, which made the subject much more engaging and valuable.",Strongly agree,Bringing everyone together and doing the same work and by group discussion and division of labor had improved my ability to communicate indeed.,"Our group is build by five peoples and most of them are my friends, so working collaboratively with friends is defiantly a really fun and memorable experience. One challenges I remember during on working on this assignment was the R code wasn't working and the output keep saying error, by discussing together and using the technology we resolved it. My advice for future students who will be working on this assignment would be start doing it early and also book the study room early.",This course significantly deepened my understanding of statistics by bridging theory with real-world applications. The hands-on assignments (like analyzing datasets in R) and clear explanations of concepts like hypothesis testing and regression made abstract ideas tangible. My overall experience was highly engaging—especially seeing how statistics drives decisions in fields like science.
4,4,"I gave myself a 4 because some of the knowledge i learned from high school and after taking in university, I understand the concepts more deeply and every week assignment help me a lot too. ",4,4,"I gave myself a 4 because I hadn’t used R before, but professor had really detail of teaching, so I learned it quickly. ",4,"I gave myself a 4 because the weekly assignments helped me understand the concepts better and every week professor posted a really detail video, she explained all of the code from the R. ",4,"I gave myself a 4 because the tutorials helped me understand the concepts more clearly, it will through assignment  it is include every week lecture information. ",I read the comments.,Strongly agree,"TA feedback is really helpful, especially before the test, it is a really good review sheet, and some of statistical examples are helpful in real life, because when I learn the knowledge I will use some real life example. ",Strongly agree,The infographic assignment helped me learn data from the music. It made me better at understanding the data from society. ,"I really enjoyed choosing the music and designing the infographic with my group, because they are not afraid to say their idea and everyone will really focus on this assignment. The only challenge was making the data graph in canva, we searched at google and watched some youtube video to solve it. My advice for future students is to communicate often and split the work to each one in group.","This course helped me understand statistics in a more deeply and clear way, since the professor and TA always have a video about the assignment and lecture. My overall learning experience in this course was positive, it is really enjoy. "
3,3,NA,3,3,NA,3,NA,4,NA,I didn't read the comments.,Neither agree nor disagree,NA,Neither agree nor disagree,NA,NA,NA
5,5,"I learned a lot of statistics, such as what normal distributions are, and how to find like mean and variability. This kind of ability helps me a lot in my life, I am more able to due some statistics in my life.",5,5,"I learned how to use R code to calculate the probability of the activities, and figure out some data, and then use the useful information from the data to solve the questions. R has become an important tool for me to figure some data in a easy way.",5,"The assignment is useful for me. It is really a good way for me to review. From the assignment, I can also learn more that I missed from the lecture.",5,The tutorial has helped me a lot. She is patient and explain the questions for us. She also try to let me know some knowledge that is really hard for me.,I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Strongly agree,"My TA left some comments for me near the questions that I did not understand well, she explained clearly for me.",Strongly agree,The infographic assignments helped me to understand how to find useful data and use it. ,"I like the weekly assignment, I love using R code to solve my questions. 

Sometimes, it is hard for me to fix the R code, I am not good at computer science.

Do not forget the knowledge of R code, it is useful for you in the future.","This is the prime course for statistics, which teaches me what statistics is and how to use them to solve problems. It is really helpful. My professor and TA help me a lot!! thank you!! "
4,5,"I think I have improved the ability on communication, because our group member have different things to do, after finishing our personal work, we have to communicate each other to get a similar thought to fix the problem. So I think we improve out ability in communication.",4,5,"Although I hated to use code before, when I practiced r code every week, I found that code was not very difficult, so I gave myself a higher score not because I was skilled in using code, but because I made progress in code after a semester of learning",5,"I have gradually improved my statistical ability in my weekly study

 ",5,I have gradually improved my statistical ability in my weekly study,I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Strongly agree,"I think Ta  really helped me a lot, especially in the midterm exam. The only drawback is that I think the tut time is too short, sometimes I can't listen to a lot of knowledge",Agree,"I agree that charts help me understand statistics, because sometimes the data can not explain the trend of data intuitively, and charts can help me understand the problem better","Working on the infographic assignment was a great experience. I enjoyed collaborating with classmates and combining our different strengths—some focused on stats, others on design or writing. It was rewarding to turn complex data into something clear and visually appealing.

One challenge we faced was coordinating schedules and agreeing on design choices. We overcame this by setting clear deadlines and using tools like Google Docs and Canva to stay organized and connected.

My advice to future students is to start early, communicate clearly, and divide tasks based on each person’s strengths. Teamwork becomes much easier when everyone is on the same page.","This course has helped me understand statistics not just as numbers, but as a way to make sense of real-world information. I learned how to analyze data, interpret graphs, and apply statistical concepts like probability and correlation in practical situations. The assignments, especially the infographic project, showed me how to communicate data clearly to others.

Overall, my learning experience was positive. The mix of lectures, practice problems, and group work kept things engaging. I feel more confident now in using statistics and see its value across different fields of study and in everyday life.

 

 

 

 "
3,4,"After the course, I rated my ability as a 3/4 because I significantly improved in understanding and explaining statistical concepts. While, I have learned a lot I still have more to improve thus not rating higher.",2,3,"At the start, I understood the software's limitations, and afterwards, I learned more in depth about the software. I didn't choose anything higher cause I don't think I can code this out.",4,"I'd rate my understanding of the statistical concepts as a 4 after each weekly assignment, indicating a strong grasp but room for improvement.",4,"The tutorials helped me understand most concepts well, though some parts still needed extra review.",I took a quick look at the comments at the end.,Agree,"I chose Agree, because the examples helped me see how statistics applies in real life, even if some were more helpful than others.",Agree,"I choose Agree, because I think there is improvement in my ability to communicate statistical clearly.","I liked the part where we had to work together in order to make an interesting infographic, unlike other group activities. I encountered difficulty in finding a good format for the infographic that suits well and is eye-catching. I would recommend to future students to plan ahead and meet more times and practice in order to perfect the infographic.","This course improved my understanding of key statistical concepts and how to apply them. Overall, the learning experience was helpful and made statistics feel more practical and relevant."
4,5,"STA107 has given me a strong understanding of basic statistical knowledge. Thus, my ability to communicate statistics has significantly improved after a semester of learning.""",4,5,"I wasn't a programming person before I took this course; however, the amazing TA team and my favorite professor, Asal Aslemand, spent a lot of time explaining how to effectively use R. As a result, I feel confident in going through the code and recognizing how it works independently. ",5,I think those weekly assignments are really useful. They help us become familiar with the concepts that Prof. Asal Aslemand introduced in the lectures.,5,"I personally think the weekly tutorial is the most brilliant part of this course. It really helps me communicate with the TA about areas where I do not understand. Compared to the lecture, the tutorial itself is smaller, making it easier to ask questions and talk to the TA individually.",I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Strongly agree,"By working on the in-class questions, I noticed that statistical examples are commonly seen in real life. Applying statistics to solve these problems not only makes the concepts more practical but also enhances our understanding.",Strongly agree,"Through the infographic assignment, I learned how to simplify complex data and present it visually. I gained an understanding of how to communicate statistics in an easier way.","— The aspects of this infographic that I really enjoyed working on were the opportunities to communicate with my group members and exchange our different understandings of a question. The atmosphere was joyful, and we all sat together to discuss statistics. 

— The challenges I encountered were, first, I couldn't find the rest of my group members. Fortunately, Prof. Asal and the TA were always there to help, so I successfully found the rest of my group. The second challenge I encountered was that my group and I didn’t really know where to start, so we asked Prof. Asal during break time. She enthusiastically answered our questions and gave us a lot of advice.

— The advice I would give to future students is to watch the video demonstration about the infographic assignment before you start it, as it provides the overall information you may need when working on this assignment.

 ","The overall learning experience was fabulous. I learned so many things that could contribute to my future studies in statistics. Additionally, I feel that statistics can be applied to solving real-life questions, allowing me to develop better statistical thinking and the ability to analyze complex problems."
1,3,I think that I learned how to analyze and understand statistics much better after the course whereas I had none of these skills before the course.,1,3,We didn’t learn much about r coding but I understand what is happening based on the r code.,2,I think the assignments were of little help to actually understand the concepts.,4,The tutorials helped a lot more than the assignments and it allowed me to practice the things I learned in class and get it graded so that I can learn from my mistakes.,I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Agree,I now think there are many applications to statistics in many different fields and the usefulness of it to predict what is probable to happen.,Disagree,The infographics assignment didn’t teach me anything new other than working with my peers.,I think working on an assignment collaboratively added a nice variety to most assignments in university. There weren’t any issues while working with my peers. The best advice would be to communicate effectively.,I think that most of my understanding of statistics comes from this course. I would describe the overall learning experience as tricky but it seems worth it because statistics is useful.
4,5,Before the course I had a solid understanding of statistics from my data management highschool class but I learned a great deal more about statistics from this course from the teachings of my professor Asal Aslemand which allowed me to expand on my ability to communicate it.,1,3,I did not know anything about R before this course and throughout the course I developed an understanding for the software but I still havent been able to completely grasp how to write the programs needed to produce plots and data.,4,"The weekly assignments were extremely detailed, providing lots of context and guidance about the module but also asking questions that were of enough difficulty which allowed me to develop a stronger understanding of statistical concepts.",5,The weekly tutorial was very engaging and the guidance of the TA helped teach me statistical concepts that I did not quite understand.,I read the comments.,Strongly agree,"The statistical examples brought forward the numbers, concepts and equations into real life allowing me to understand the real world applications of statistics in the job market but also how I am able to apply statistical concepts to my daily life.",Neither agree nor disagree,"The infographical assignment was not greatly significant to my ability to communicate statistical information, however it was good practice.","I enjoyed creating the infographic, making design choices and interpreting the data. I did not encounter any challenges except that my group members were not participating at all, to which I spoke with the professor and she moved me into a group with collaborative teammates. The advice I would give to future students is to do your part and choose your group members wisely as they could make or break the assignment.","I had an excellent learning experience in this course, it had greatly expanded my understanding of statistics and made me want to major in applied statistics and take more statistics courses. I believe this is due to my experience in professor Aslemand's class. Her lectures were enjoyable, educational and engaging which made me look forward to these classes and changed my perspective on statistics as a whole."
4,4,I think I need to improve my skills of communicating after class with classmates in the same course also the same tutorial.,4,4,"Honestly, I prefer the professor asks us to do the code work, maybe it is just because I like this kind of basic coding.              

 ",4,The professor is really nice and she teaches everything clearly to let us understand the concepts.,3,I reviewed a lot in tutorials.,I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Strongly agree,This course really helps me to understand how statistics work and I learned a lot new from this course.,Strongly agree,This assignment not only checks our understanding of statistics but also helps us to communicate with our group members.,"I like the amount of this assignment because this assignment is easy for us to do, so that we can have more time to focus on every details and make sure everything we did is well done.

The biggest challenge is to find group members, because students usually do not talk in or after class, so it is difficult to find someone to get in a group. But luckily I have a group chat with my friends so I can find a group member easily.

Try to make some new friends and do not be shy, communicate with classmates in tutorials, that will be easier.","I want to choose statistics to be my major course, so it is one of the reasons that I am really interested in statistics. From this three-month course, I have a basic understanding of statistics and know how statistics work. I encountered many problems during this course but I was willing to solve them not because I need to get a high grade, it's because I like statistics, solving these problems can make me feel proud, and thanks to the professor who is a really nice and kind teacher."
5,4,"I rated myself a 4 because while I improved my understanding of statistical concepts and visualizations, I recognize there's still room to grow in confidently explaining complex ideas to others.",4,5,"I became more confident using R through hands-on practice, like creating QQ-plots and word clouds. The course strengthened my coding skills and ability to interpret outputs accurately and efficiently.",4,"I rated a 4 because the weekly assignments helped reinforce core statistical concepts, though a few modules were more challenging and required extra time to fully grasp and apply the material.",4,"I rated a 4 because tutorials helped clarify concepts and gave practical examples. Sometimes, I still needed to review material afterward, but they definitely deepened my understanding overall.

 ",I took a quick look at the comments at the end.,Disagree,"While I learned technical skills, the examples didn’t always feel connected to real-world situations. I struggled to see the broader value or relevance beyond completing assignments or generating plots.",Neither agree nor disagree,"I’m neutral because while the infographic assignment involved presenting data visually, it didn’t significantly enhance my ability to discuss or explain statistical insights beyond formatting graphs and summaries.","I enjoyed the creative part of designing the infographic and discussing how to present our data clearly. One challenge was coordinating everyone's contributions and schedule, especially when we had different ideas. We solved this by dividing tasks early and setting clear deadlines. My advice to future students is to communicate openly from the start and be flexible — collaboration works best when everyone feels heard and supported.","This course gave me a stronger foundation in statistics by helping me understand key concepts like distributions, visualizations, and data interpretation. I also gained practical experience using R. Overall, the learning experience was structured and engaging, though at times I found it challenging to connect statistical theory with real-world applications. Still, I feel more confident in analyzing data and interpreting results than I did before."
4,3,NA,4,3,NA,3,NA,3,NA,"I looked at the mark, then if it's lower than expected I look through the comments.",Agree,"The statistical examples presented in this course helped me realize the utility, relevance, and value of learning and conducting statistics",Agree,"In this process, in order to meet the scoring conditions, I carefully learned the expression template, so as to strengthen my understanding of the description","Creativity in data visualization: Transforming raw data into clear and engaging visuals made statistical information easier to understand.

Collaboration experience: Working with peers, discussing data analysis techniques, and dividing tasks helped develop teamwork and communication skills

 

*

Challenge: Finding relevant data and ensuring the analysis was appropriate.

*

Solution: Reviewing class materials, consulting the professor or TA, and cross-checking sources improved accuracy.

*","This course helped me lay a foundation of statistics, and gave me a basic understanding of statistics. I didn't have too many problems"
5,5,I think I have learned have to use data to get or understand,5,5,It’s good,5,Good,5,Good,I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Strongly agree,Everything good ,Strongly disagree,Good,The group work,Good
5,5,I am very confident in my abilities before and after the course,1,5,I did not have knowledge and now I do. ,5,I understand it now better because the assignment helped me learn and apply concepts.,5,The tutorial was nice our teacher was good at explaining. ,I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Strongly agree,Examples help visualise stats in a real sense.,Strongly agree,Yes because I like communication and the infographic allowed me to express my ideas of stats. ,"I enjoyed working with my team they were all very hard working. 

The sudden snowstorm impeded my ability to walk to the spot where we were going to work but its fine, I pushed through.

Make sure to start early and share any ideas or questions as soon as you have them.","The learning experience was exhilarating, I know have a more advanced knowledge of different statistical elements and feel more confident in my ability to analyse data.  It was very good.  [] (/users/826213/files/37213630/preview?verifier=YJ2fIMh0M9pIn322Sr1UZ78NUaKk23mBnh3DWZlr)"
1,5,This course has shaped me into a very confident man when it comes to representing statistics data,1,3,I gained some useful experience in R,4,The weekly assignments gave me valuable experience in statistics concepts,5,John is an exemplary TA,"I looked at the mark, then if it's lower than expected I look through the comments.",Strongly agree,The graphics were mentally stimulating and easy to follow,Strongly agree,I gained valuable experience in communication through means such as the infographics assignment,"I enjoyed the different ideas coming together to create the finished infographic

 

I encountered the challenge of communicating effectively with my group originally

 

I would suggest starting early and quickly developing effective communication with your group

[] (/users/825389/files/37213632/preview?verifier=z0prfAfNtlvJEKWnCjX1YIs7ghns3rvOX3B2SW0l)","My understanding was greatly improved throughout the course

[] (/users/825389/files/37213676/preview?verifier=7d7pHhE3Ln2rdEnIJFFSQkoi3kxWKRW4b9PPe35b)"
3,5,"i understand it now, so I can communicate the subject. ",1,5,i understand it now due to the course material ,4,I always understood what was happening in the assignment,5,John is a good TA and explained the concepts well. ,"I looked at the mark, then if it's lower than expected I look through the comments.",Strongly agree,The pictures were useful. ,Strongly agree,Helped me learn how to work on statistics in a group. ,"I liked working on the art section of the infographic. It was challenging splitting up the workload in the group, but we solved this by coordinating well. I would advise starting early. ",I have a greater pool of knowledge of statistics now than I did at the beginning of the semester. I would rate this a good learning experience. 
1,4,"Going into this course, I had no experience with probability or statistics, but after this course, I feel like I have a way higher understanding of the course material, and can see/use its applications in the future.",1,3,"Before this course I didn't even know what R was. After this course I feel like I'm able to read code and understand how to interpret simulated data, but I have no idea how to write code in R.",4,"I feel like the weekly assignments were very repetitive, and only a few of them actually helped me understand course concepts better.",5,I did not find the tutorials to be that helpful past the first two weeks.,"I looked at the mark, then if it's lower than expected I look through the comments.",Neither agree nor disagree,My professor did not use the examples given in Prof. Asal's slides for most of the course so I can't comment on them.,Strongly disagree,I don't like the infographic assignment.,I don't like the infographic assignment.,I would say that my understanding of statistics has drastically improved through this course and the learning experience was mostly great.
5,5,"If I have any questions, I will ask professor and solve my questions ",5,5,R is very wonderful and useful. I know how to knit to pdf how to start a new project and so on.,4,"It’s challenging, especially for  module7-10",5,Tutorial is very helpful to understand the concept of statistics. Through solving questions in tut I can understand the key points for each weak concepts.,I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Strongly agree,The examples in the class is very helpful for me to understand the concepts.,Strongly agree,"It not only enhance my ability on communication to my group members, but also help me understand key concepts of statistics. ","I like selecting diagrams from R and design the infographic by using canva. The difficulty is how to change the complex terms to the terms that can be easily understand, like we let the term Q1and Q3 be 25% and 75%. My advice is more communications and deeply understand concepts like mean median SD 95%confidence interval and so on",It is an introductory course for my statistics major. I think my overall learning is good but I need to spend more time on understanding the basic knowledge because it’s still difficult for me to understand.
4,4,"i take a know most of thing, but something still does not very good at it",2,2,since we are not very tested on r so...,4,weekly assignment was not bad,4,tut was good,"I looked at the mark, then if it's lower than expected I look through the comments.",Neither agree nor disagree,exps are good but doing > looking for me,Strongly disagree,i just do not feel that way,"1. assignment was good

2. i just do the questions

3. non",not bad 
4,4,我学会了如何通过输出数据（例如数据的平均值或标准差）来描述图形。此外，我还了解了它们代表什么。与标准差一样，它是数据集的数据，用于描述其分布。 ,5,4,I can use R to help me gather the data and find out what the median is or what the standard deviation is. Also I can analyze the data by using R that it can give me a figure of a dataset so that it can be visual.,5,"I totally understand the concept of the knowledge we learnt. For example, median is the 50% element of the dataset.",5,TAs does help me a lot. They show me how to calculate a specific things step by step so that after every tutorial i would get a deeper understanding of the concept.,I read the comments.,Agree,"Every assignment that is designed from a real dataset what it means is that they are really happened in our daily life. Thus, it gave me a chance to learn about how to deal with these data.",Strongly agree,"Before i learnt these course, I have no idea about how to display a dataset to people that want to learn about something from my dataset. I just show the dataset to them. But after i learnt STA107, I know how to show a kind of dataset, what is the point in the dataset(like the spread or median of it).","I love the design of the work. It gave me an opportunity to design a poster with dataset. It is quite funny for me. And also, we meet some challenge. As we discussed about the figures of the word cloud, actually we dont know the word bigger, then it is more frequent at the beginning. But as we look into the R code, we found that it maybe like this. And then we want to make sure so that we email TA. Then we sure about what it means. The suggestion that i will give the students is that begin early, discuss frequently and ask TA or professor at the time u really need help.","I learnt the concept of some basic knowledge of the statistic from this course such as median, standard deviation and Q-Q plot. Generally, it is a easy course for me since that I learn some of these things in my senior high school and i think this situation is common for many students who enroll this course. And this course is the most funny course that i learnt from i step into the university because i can deal with different kind of situation from every-week assignment."
3,4,"The course was conducted nicely, so I had time to reflect on the content and grasp the material.",1,4,The video demonstrations helped me to understand R statistical software.,4,Assignments were helping me diving into the material.,4,The TA was very helpful and answered all of my questiones.,I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Agree,"The course helped me to recognize the usefulness, relevance, and value of learning about and doing statistics. It was very interesting! Thank you",Agree,"Yes, it definitely improved my ability to communicate (the ability to read, interpret, and discuss) statistical information clearly and effectively.","I loved reading about infographic. Working in a groupmis always a bit challenging, but I loved the experience overall. Advice: start early!",It significantly improved my understanding of the subject of statistics. Amazing learning experience.
